"BOB","CUST ID","NAME","AMOUNT","ORDER NUMBER","Type"
"02/23/2018","32","Ruth Frederick","90.0","1447","Invoice"
"02/23/2018","47","Samantha Griffin","90.0","1448","Payment"
"02/23/2018","47","Samantha Griffin","90.0","1448","Invoice"
"02/25/2018","94","Joan Buckley","90.0","1449","Payment"
"02/25/2018","94","Joan Buckley","90.0","1449","Invoice"
"02/25/2018","38","Linda Espinoza","90.0","1450","Payment"
"02/25/2018","38","Linda Espinoza","90.0","1450","Invoice"
"02/25/2018","23","Laura Kerr","90.0","1451","Payment"
"02/25/2018","23","Laura Kerr","90.0","1451","Invoice"
"02/26/2018","27","Brittany Mathews","90.0","1452","Payment"
"02/26/2018","27","Brittany Mathews","90.0","1452","Invoice"
"02/27/2018","45","Melissa Ross","90.0","1453","Payment"
"02/27/2018","45","Melissa Ross","90.0","1453","Invoice"
"02/27/2018","82","Maria Griffith","90.0","1454","Payment"
"02/27/2018","82","Maria Griffith","90.0","1454","Invoice"
"02/27/2018","76","Pamela Le","90.0","1455","Payment"
"02/27/2018","76","Pamela Le","90.0","1455","Invoice"
"02/27/2018","15","Lori Mclean","90.0","1456","Payment"
"02/27/2018","15","Lori Mclean","90.0","1456","Invoice"
"02/28/2018","2","Douglas Buckley","90.0","1457","Payment"
"02/28/2018","2","Douglas Buckley","90.0","1457","Invoice"
"02/28/2018","94","Joan Buckley","90.0","1458","Payment"
"02/28/2018","94","Joan Buckley","90.0","1458","Invoice"
"02/28/2018","67","Melissa Tapia","90.0","1459","Payment"
"02/28/2018","67","Melissa Tapia","90.0","1459","Invoice"
"03/01/2018","5","Douglas Garza","90.0","1460","Payment"
"03/01/2018","5","Douglas Garza","90.0","1460","Invoice"
"03/01/2018","21","Natalie Carson","90.0","1461","Payment"
"03/01/2018","21","Natalie Carson","90.0","1461","Invoice"
"03/02/2018","60","Tiffany Hutchinson","90.0","1462","Payment"
"03/02/2018","60","Tiffany Hutchinson","90.0","1462","Invoice"
"03/02/2018","66","Jason Anderson","90.0","1463","Payment"
"03/02/2018","66","Jason Anderson","90.0","1463","Invoice"
"03/03/2018","9","Roger Mahoney","90.0","1464","Payment"
"03/03/2018","9","Roger Mahoney","90.0","1464","Invoice"
"03/03/2018","99","Virginia Dougherty","90.0","1465","Payment"
"03/03/2018","99","Virginia Dougherty","90.0","1465","Invoice"
"03/04/2018","5","Douglas Garza","90.0","1466","Payment"
"03/04/2018","5","Douglas Garza","90.0","1466","Invoice"
"03/04/2018","34","Shirley Farmer","90.0","1467","Payment"
"03/04/2018","34","Shirley Farmer","90.0","1467","Invoice"
"03/05/2018","89","Stephanie Hernandez","90.0","1468","Payment"
"03/05/2018","89","Stephanie Hernandez","90.0","1468","Invoice"
"03/06/2018","72","Cynthia Steele","90.0","1469","Payment"
"03/06/2018","72","Cynthia Steele","90.0","1469","Invoice"
"03/06/2018","96","Larry Anthony","90.0","1470","Payment"
"03/06/2018","96","Larry Anthony","90.0","1470","Invoice"
"03/06/2018","18","Ethan Shepherd","90.0","1471","Payment"
"03/06/2018","18","Ethan Shepherd","90.0","1471","Invoice"
"03/06/2018","20","Hannah Foster","90.0","1472","Payment"
"03/06/2018","20","Hannah Foster","90.0","1472","Invoice"
"03/07/2018","24","Mary Shah","90.0","1473","Payment"
"03/07/2018","24","Mary Shah","90.0","1473","Invoice"
"03/07/2018","82","Maria Griffith","90.0","1474","Payment"
"03/07/2018","82","Maria Griffith","90.0","1474","Invoice"
"03/07/2018","17","Teresa Yang","90.0","1475","Payment"
"03/07/2018","17","Teresa Yang","90.0","1475","Invoice"
"03/07/2018","12","Linda Cowan","90.0","1476","Payment"
"03/07/2018","12","Linda Cowan","90.0","1476","Invoice"
"03/07/2018","21","Natalie Carson","90.0","1477","Payment"
"03/07/2018","21","Natalie Carson","90.0","1477","Invoice"
"03/08/2018","96","Larry Anthony","90.0","1478","Payment"
"03/08/2018","96","Larry Anthony","90.0","1478","Invoice"
"03/08/2018","36","Kayla Ward","90.0","1479","Payment"
"03/08/2018","36","Kayla Ward","90.0","1479","Invoice"
"03/09/2018","30","Theresa Keith","90.0","1480","Payment"
"03/09/2018","30","Theresa Keith","90.0","1480","Invoice"
"03/09/2018","77","Judith Warren","90.0","1481","Payment"
"03/09/2018","77","Judith Warren","90.0","1481","Invoice"
"03/09/2018","11","Brian Duarte","90.0","1482","Payment"
"03/09/2018","11","Brian Duarte","90.0","1482","Invoice"
"03/11/2018","28","Nicholas Zimmerman","90.0","1483","Payment"
"03/11/2018","28","Nicholas Zimmerman","90.0","1483","Invoice"
"03/11/2018","44","Samuel Zhang","90.0","1484","Payment"
"03/11/2018","44","Samuel Zhang","90.0","1484","Invoice"
"03/11/2018","72","Cynthia Steele","90.0","1485","Payment"
"03/11/2018","72","Cynthia Steele","90.0","1485","Invoice"
"03/11/2018","66","Jason Anderson","90.0","1486","Payment"
"03/11/2018","66","Jason Anderson","90.0","1486","Invoice"
"03/11/2018","47","Samantha Griffin","90.0","1487","Payment"
"03/11/2018","47","Samantha Griffin","90.0","1487","Invoice"
"03/12/2018","82","Maria Griffith","90.0","1488","Payment"
"03/12/2018","82","Maria Griffith","90.0","1488","Invoice"
"03/13/2018","99","Virginia Dougherty","90.0","1489","Payment"
"03/13/2018","99","Virginia Dougherty","90.0","1489","Invoice"
"03/14/2018","60","Tiffany Hutchinson","90.0","1490","Payment"
"03/14/2018","60","Tiffany Hutchinson","90.0","1490","Invoice"
"03/14/2018","58","Teresa Guzman","90.0","1491","Payment"
"03/14/2018","58","Teresa Guzman","90.0","1491","Invoice"
"03/14/2018","58","Teresa Guzman","90.0","1492","Payment"
"03/14/2018","58","Teresa Guzman","90.0","1492","Invoice"
"03/15/2018","25","Deborah Arnold","90.0","1493","Payment"
"03/15/2018","25","Deborah Arnold","90.0","1493","Invoice"
"03/16/2018","36","Kayla Ward","90.0","1494","Payment"
"03/16/2018","36","Kayla Ward","90.0","1494","Invoice"
"03/16/2018","55","Jonathan Logan","90.0","1495","Payment"
"03/16/2018","55","Jonathan Logan","90.0","1495","Invoice"
"03/17/2018","60","Tiffany Hutchinson","90.0","1496","Payment"
"03/17/2018","60","Tiffany Hutchinson","90.0","1496","Invoice"
"03/17/2018","85","Alexis Rich","90.0","1497","Payment"
"03/17/2018","85","Alexis Rich","90.0","1497","Invoice"
"03/18/2018","83","Henry David","90.0","1498","Payment"
"03/18/2018","83","Henry David","90.0","1498","Invoice"
"03/18/2018","62","Vincent Stewart","90.0","1499","Payment"
"03/18/2018","62","Vincent Stewart","90.0","1499","Invoice"
"03/19/2018","44","Samuel Zhang","90.0","1500","Payment"
"03/19/2018","44","Samuel Zhang","90.0","1500","Invoice"
"03/19/2018","42","Barbara Andersen","90.0","1501","Payment"
"03/19/2018","42","Barbara Andersen","90.0","1501","Invoice"
"03/19/2018","10","Angela Taylor","90.0","1502","Payment"
"03/19/2018","10","Angela Taylor","90.0","1502","Invoice"
"03/19/2018","58","Teresa Guzman","90.0","1503","Payment"
"03/19/2018","58","Teresa Guzman","90.0","1503","Invoice"
"03/19/2018","52","Janet Patterson","90.0","1504","Payment"
"03/19/2018","52","Janet Patterson","90.0","1504","Invoice"
"03/20/2018","92","Henry Arellano","90.0","1505","Payment"
"03/20/2018","92","Henry Arellano","90.0","1505","Invoice"
"03/20/2018","20","Hannah Foster","90.0","1506","Payment"
"03/20/2018","20","Hannah Foster","90.0","1506","Invoice"
"03/20/2018","87","Ryan Morrison","90.0","1507","Payment"
"03/20/2018","87","Ryan Morrison","90.0","1507","Invoice"
"03/21/2018","39","Justin Cox","90.0","1508","Payment"
"03/21/2018","39","Justin Cox","90.0","1508","Invoice"
"03/21/2018","48","Sandra Mccullough","90.0","1509","Payment"
"03/21/2018","48","Sandra Mccullough","90.0","1509","Invoice"
"03/21/2018","54","Roy Gamble","90.0","1510","Payment"
"03/21/2018","54","Roy Gamble","90.0","1510","Invoice"
"03/21/2018","12","Linda Cowan","90.0","1511","Payment"
"03/21/2018","12","Linda Cowan","90.0","1511","Invoice"
"03/22/2018","5","Douglas Garza","90.0","1512","Payment"
"03/22/2018","5","Douglas Garza","90.0","1512","Invoice"
"03/23/2018","27","Brittany Mathews","90.0","1513","Payment"
"03/23/2018","27","Brittany Mathews","90.0","1513","Invoice"
"03/23/2018","68","Christine Whitehead","90.0","1514","Payment"
"03/23/2018","68","Christine Whitehead","90.0","1514","Invoice"
"03/23/2018","62","Vincent Stewart","90.0","1515","Payment"
"03/23/2018","62","Vincent Stewart","90.0","1515","Invoice"
"03/23/2018","75","Andrew Bell","90.0","1516","Payment"
"03/23/2018","75","Andrew Bell","90.0","1516","Invoice"
"03/23/2018","88","Gregory Franklin","90.0","1517","Payment"
"03/23/2018","88","Gregory Franklin","90.0","1517","Invoice"
"03/23/2018","63","Scott Sullivan","90.0","1518","Payment"
"03/23/2018","63","Scott Sullivan","90.0","1518","Invoice"
"03/23/2018","82","Maria Griffith","90.0","1519","Payment"
"03/23/2018","82","Maria Griffith","90.0","1519","Invoice"
"03/24/2018","68","Christine Whitehead","90.0","1520","Payment"
"03/24/2018","68","Christine Whitehead","90.0","1520","Invoice"
"03/24/2018","84","Lauren Walters","90.0","1521","Payment"
"03/24/2018","84","Lauren Walters","90.0","1521","Invoice"
"03/25/2018","7","Abigail Montgomery","90.0","1522","Payment"
"03/25/2018","7","Abigail Montgomery","90.0","1522","Invoice"
"03/25/2018","2","Douglas Buckley","90.0","1523","Payment"
"03/25/2018","2","Douglas Buckley","90.0","1523","Invoice"
"03/25/2018","36","Kayla Ward","90.0","1524","Payment"
"03/25/2018","36","Kayla Ward","90.0","1524","Invoice"
"03/25/2018","80","Julia Clay","90.0","1525","Payment"
"03/25/2018","80","Julia Clay","90.0","1525","Invoice"
"03/25/2018","31","Megan Mclean","90.0","1526","Payment"
"03/25/2018","31","Megan Mclean","90.0","1526","Invoice"
"03/26/2018","52","Janet Patterson","90.0","1527","Payment"
"03/26/2018","52","Janet Patterson","90.0","1527","Invoice"
"03/26/2018","7","Abigail Montgomery","90.0","1528","Payment"
"03/26/2018","7","Abigail Montgomery","90.0","1528","Invoice"
"03/26/2018","42","Barbara Andersen","90.0","1529","Payment"
"03/26/2018","42","Barbara Andersen","90.0","1529","Invoice"
"03/26/2018","32","Ruth Frederick","90.0","1530","Payment"
"03/26/2018","32","Ruth Frederick","90.0","1530","Invoice"
"03/26/2018","36","Kayla Ward","90.0","1531","Payment"
"03/26/2018","36","Kayla Ward","90.0","1531","Invoice"
"03/26/2018","85","Alexis Rich","90.0","1532","Payment"
"03/26/2018","85","Alexis Rich","90.0","1532","Invoice"
"03/27/2018","58","Teresa Guzman","90.0","1533","Payment"
"03/27/2018","58","Teresa Guzman","90.0","1533","Invoice"
"03/27/2018","48","Sandra Mccullough","90.0","1534","Payment"
"03/27/2018","48","Sandra Mccullough","90.0","1534","Invoice"
"03/28/2018","32","Ruth Frederick","90.0","1535","Payment"
"03/28/2018","32","Ruth Frederick","90.0","1535","Invoice"
"03/29/2018","69","Aaron Villarreal","90.0","1536","Payment"
"03/29/2018","69","Aaron Villarreal","90.0","1536","Invoice"
"03/29/2018","43","Harold Myers","90.0","1537","Payment"
"03/29/2018","43","Harold Myers","90.0","1537","Invoice"
"03/29/2018","24","Mary Shah","90.0","1538","Payment"
"03/29/2018","24","Mary Shah","90.0","1538","Invoice"
"03/29/2018","37","Andrew Calderon","90.0","1539","Payment"
"03/29/2018","37","Andrew Calderon","90.0","1539","Invoice"
"03/29/2018","63","Scott Sullivan","90.0","1540","Payment"
"03/29/2018","63","Scott Sullivan","90.0","1540","Invoice"
"03/30/2018","13","Maria Manning","90.0","1541","Payment"
"03/30/2018","13","Maria Manning","90.0","1541","Invoice"
"03/30/2018","78","Betty Durham","90.0","1542","Payment"
"03/30/2018","78","Betty Durham","90.0","1542","Invoice"
"03/31/2018","29","Douglas Travis","90.0","1543","Payment"
"03/31/2018","29","Douglas Travis","90.0","1543","Invoice"
"03/31/2018","23","Laura Kerr","90.0","1544","Payment"
"03/31/2018","23","Laura Kerr","90.0","1544","Invoice"
"03/31/2018","0","Judy Lozano","90.0","1545","Payment"
"03/31/2018","0","Judy Lozano","90.0","1545","Invoice"
"03/31/2018","29","Douglas Travis","90.0","1546","Payment"
"03/31/2018","29","Douglas Travis","90.0","1546","Invoice"
"03/31/2018","95","Janet Burns","90.0","1547","Payment"
"03/31/2018","95","Janet Burns","90.0","1547","Invoice"
"03/31/2018","95","Janet Burns","90.0","1548","Payment"
"03/31/2018","95","Janet Burns","90.0","1548","Invoice"
"03/31/2018","61","Terry Raymond","90.0","1549","Payment"
"03/31/2018","61","Terry Raymond","90.0","1549","Invoice"
"03/31/2018","98","Helen Collins","90.0","1550","Payment"
"03/31/2018","98","Helen Collins","90.0","1550","Invoice"
"04/01/2018","26","Brittany Mcintyre","90.0","1551","Payment"
"04/01/2018","26","Brittany Mcintyre","90.0","1551","Invoice"
"04/01/2018","46","Bruce Haas","90.0","1552","Payment"
"04/01/2018","46","Bruce Haas","90.0","1552","Invoice"
"04/01/2018","59","Kenneth Thornton","90.0","1553","Payment"
"04/01/2018","59","Kenneth Thornton","90.0","1553","Invoice"
"04/02/2018","2","Douglas Buckley","90.0","1554","Payment"
"04/02/2018","2","Douglas Buckley","90.0","1554","Invoice"
"04/02/2018","70","Rebecca Fisher","90.0","1555","Payment"
"04/02/2018","70","Rebecca Fisher","90.0","1555","Invoice"
"04/02/2018","55","Jonathan Logan","90.0","1556","Payment"
"04/02/2018","55","Jonathan Logan","90.0","1556","Invoice"
"04/02/2018","86","Carolyn Higgins","90.0","1557","Payment"
"04/02/2018","86","Carolyn Higgins","90.0","1557","Invoice"
"04/03/2018","20","Hannah Foster","90.0","1558","Payment"
"04/03/2018","20","Hannah Foster","90.0","1558","Invoice"
"04/03/2018","40","Randy Burns","90.0","1559","Payment"
"04/03/2018","40","Randy Burns","90.0","1559","Invoice"
"04/03/2018","6","Linda Fleming","90.0","1560","Payment"
"04/03/2018","6","Linda Fleming","90.0","1560","Invoice"
"04/04/2018","36","Kayla Ward","90.0","1561","Payment"
"04/04/2018","36","Kayla Ward","90.0","1561","Invoice"
"04/04/2018","5","Douglas Garza","90.0","1562","Payment"
"04/04/2018","5","Douglas Garza","90.0","1562","Invoice"
"04/04/2018","63","Scott Sullivan","90.0","1563","Payment"
"04/04/2018","63","Scott Sullivan","90.0","1563","Invoice"
"04/04/2018","86","Carolyn Higgins","90.0","1564","Payment"
"04/04/2018","86","Carolyn Higgins","90.0","1564","Invoice"
"04/04/2018","65","Gerald Sherman","90.0","1565","Payment"
"04/04/2018","65","Gerald Sherman","90.0","1565","Invoice"
"04/05/2018","47","Samantha Griffin","90.0","1566","Payment"
"04/05/2018","47","Samantha Griffin","90.0","1566","Invoice"
"04/05/2018","10","Angela Taylor","90.0","1567","Payment"
"04/05/2018","10","Angela Taylor","90.0","1567","Invoice"
"04/06/2018","62","Vincent Stewart","90.0","1568","Payment"
"04/06/2018","62","Vincent Stewart","90.0","1568","Invoice"
"04/06/2018","36","Kayla Ward","90.0","1569","Payment"
"04/06/2018","36","Kayla Ward","90.0","1569","Invoice"
"04/06/2018","60","Tiffany Hutchinson","90.0","1570","Payment"
"04/06/2018","60","Tiffany Hutchinson","90.0","1570","Invoice"
"04/06/2018","47","Samantha Griffin","90.0","1571","Payment"
"04/06/2018","47","Samantha Griffin","90.0","1571","Invoice"
"04/07/2018","73","Rose Beck","90.0","1572","Payment"
"04/07/2018","73","Rose Beck","90.0","1572","Invoice"
"04/07/2018","87","Ryan Morrison","90.0","1573","Payment"
"04/07/2018","87","Ryan Morrison","90.0","1573","Invoice"
"04/08/2018","55","Jonathan Logan","90.0","1574","Payment"
"04/08/2018","55","Jonathan Logan","90.0","1574","Invoice"
"04/08/2018","17","Teresa Yang","90.0","1575","Payment"
"04/08/2018","17","Teresa Yang","90.0","1575","Invoice"
"04/08/2018","16","Amy Cantu","90.0","1576","Payment"
"04/08/2018","16","Amy Cantu","90.0","1576","Invoice"
"04/08/2018","30","Theresa Keith","90.0","1577","Payment"
"04/08/2018","30","Theresa Keith","90.0","1577","Invoice"
"04/08/2018","96","Larry Anthony","90.0","1578","Payment"
"04/08/2018","96","Larry Anthony","90.0","1578","Invoice"
"04/09/2018","3","Albert Cantu","90.0","1579","Payment"
"04/09/2018","3","Albert Cantu","90.0","1579","Invoice"
"04/09/2018","99","Virginia Dougherty","90.0","1580","Payment"
"04/09/2018","99","Virginia Dougherty","90.0","1580","Invoice"
"04/09/2018","10","Angela Taylor","90.0","1581","Payment"
"04/09/2018","10","Angela Taylor","90.0","1581","Invoice"
"04/09/2018","16","Amy Cantu","90.0","1582","Payment"
"04/09/2018","16","Amy Cantu","90.0","1582","Invoice"
"04/09/2018","34","Shirley Farmer","90.0","1583","Payment"
"04/09/2018","34","Shirley Farmer","90.0","1583","Invoice"
"04/10/2018","38","Linda Espinoza","90.0","1584","Payment"
"04/10/2018","38","Linda Espinoza","90.0","1584","Invoice"
"04/10/2018","78","Betty Durham","90.0","1585","Payment"
"04/10/2018","78","Betty Durham","90.0","1585","Invoice"
"04/11/2018","11","Brian Duarte","90.0","1586","Payment"
"04/11/2018","11","Brian Duarte","90.0","1586","Invoice"
"04/11/2018","94","Joan Buckley","90.0","1587","Payment"
"04/11/2018","94","Joan Buckley","90.0","1587","Invoice"
"04/11/2018","5","Douglas Garza","90.0","1588","Payment"
"04/11/2018","5","Douglas Garza","90.0","1588","Invoice"
"04/12/2018","3","Albert Cantu","90.0","1589","Payment"
"04/12/2018","3","Albert Cantu","90.0","1589","Invoice"
"04/12/2018","19","Charles Davidson","90.0","1590","Payment"
"04/12/2018","19","Charles Davidson","90.0","1590","Invoice"
"04/12/2018","82","Maria Griffith","90.0","1591","Payment"
"04/12/2018","82","Maria Griffith","90.0","1591","Invoice"
"04/12/2018","85","Alexis Rich","90.0","1592","Payment"
"04/12/2018","85","Alexis Rich","90.0","1592","Invoice"
"04/12/2018","80","Julia Clay","90.0","1593","Payment"
"04/12/2018","80","Julia Clay","90.0","1593","Invoice"
"04/12/2018","80","Julia Clay","90.0","1594","Payment"
"04/12/2018","80","Julia Clay","90.0","1594","Invoice"
"04/12/2018","94","Joan Buckley","90.0","1595","Payment"
"04/12/2018","94","Joan Buckley","90.0","1595","Invoice"
"04/13/2018","10","Angela Taylor","90.0","1596","Payment"
"04/13/2018","10","Angela Taylor","90.0","1596","Invoice"
"04/13/2018","10","Angela Taylor","90.0","1597","Payment"
"04/13/2018","10","Angela Taylor","90.0","1597","Invoice"
"04/14/2018","3","Albert Cantu","90.0","1598","Payment"
"04/14/2018","3","Albert Cantu","90.0","1598","Invoice"
"04/14/2018","76","Pamela Le","90.0","1599","Payment"
"04/14/2018","76","Pamela Le","90.0","1599","Invoice"
"04/15/2018","42","Barbara Andersen","90.0","1600","Payment"
"04/15/2018","42","Barbara Andersen","90.0","1600","Invoice"
"04/15/2018","36","Kayla Ward","90.0","1601","Payment"
"04/15/2018","36","Kayla Ward","90.0","1601","Invoice"
"04/15/2018","77","Judith Warren","90.0","1602","Payment"
"04/15/2018","77","Judith Warren","90.0","1602","Invoice"
"04/15/2018","10","Angela Taylor","90.0","1603","Payment"
"04/15/2018","10","Angela Taylor","90.0","1603","Invoice"
"04/16/2018","9","Roger Mahoney","90.0","1604","Payment"
"04/16/2018","9","Roger Mahoney","90.0","1604","Invoice"
"04/17/2018","76","Pamela Le","90.0","1605","Payment"
"04/17/2018","76","Pamela Le","90.0","1605","Invoice"
"04/17/2018","24","Mary Shah","90.0","1606","Payment"
"04/17/2018","24","Mary Shah","90.0","1606","Invoice"
"04/18/2018","18","Ethan Shepherd","90.0","1607","Payment"
"04/18/2018","18","Ethan Shepherd","90.0","1607","Invoice"
"04/18/2018","80","Julia Clay","90.0","1608","Payment"
"04/18/2018","80","Julia Clay","90.0","1608","Invoice"
"04/18/2018","35","Emma Pruitt","90.0","1609","Payment"
"04/18/2018","35","Emma Pruitt","90.0","1609","Invoice"
"04/19/2018","45","Melissa Ross","90.0","1610","Payment"
"04/19/2018","45","Melissa Ross","90.0","1610","Invoice"
"04/19/2018","29","Douglas Travis","90.0","1611","Payment"
"04/19/2018","29","Douglas Travis","90.0","1611","Invoice"
"04/19/2018","77","Judith Warren","90.0","1612","Payment"
"04/19/2018","77","Judith Warren","90.0","1612","Invoice"
"04/20/2018","51","Deborah Barber","90.0","1613","Payment"
"04/20/2018","51","Deborah Barber","90.0","1613","Invoice"
"04/20/2018","1","Noah Abbott","90.0","1614","Payment"
"04/20/2018","1","Noah Abbott","90.0","1614","Invoice"
"04/20/2018","35","Emma Pruitt","90.0","1615","Payment"
"04/20/2018","35","Emma Pruitt","90.0","1615","Invoice"
"04/20/2018","8","Jennifer Key","90.0","1616","Payment"
"04/20/2018","8","Jennifer Key","90.0","1616","Invoice"
"04/20/2018","53","Tyler Farrell","90.0","1617","Payment"
"04/20/2018","53","Tyler Farrell","90.0","1617","Invoice"
"04/21/2018","38","Linda Espinoza","90.0","1618","Payment"
"04/21/2018","38","Linda Espinoza","90.0","1618","Invoice"
"04/21/2018","33","Marilyn Camacho","90.0","1619","Payment"
"04/21/2018","33","Marilyn Camacho","90.0","1619","Invoice"
"04/21/2018","69","Aaron Villarreal","90.0","1620","Payment"
"04/21/2018","69","Aaron Villarreal","90.0","1620","Invoice"
"04/22/2018","7","Abigail Montgomery","90.0","1621","Payment"
"04/22/2018","7","Abigail Montgomery","90.0","1621","Invoice"
"04/22/2018","87","Ryan Morrison","90.0","1622","Payment"
"04/22/2018","87","Ryan Morrison","90.0","1622","Invoice"
"04/22/2018","66","Jason Anderson","90.0","1623","Payment"
"04/22/2018","66","Jason Anderson","90.0","1623","Invoice"
"04/23/2018","39","Justin Cox","90.0","1624","Payment"
"04/23/2018","39","Justin Cox","90.0","1624","Invoice"
"04/23/2018","32","Ruth Frederick","90.0","1625","Payment"
"04/23/2018","32","Ruth Frederick","90.0","1625","Invoice"
"04/23/2018","79","Samantha Shepard","90.0","1626","Payment"
"04/23/2018","79","Samantha Shepard","90.0","1626","Invoice"
"04/23/2018","40","Randy Burns","90.0","1627","Payment"
"04/23/2018","40","Randy Burns","90.0","1627","Invoice"
"04/23/2018","78","Betty Durham","90.0","1628","Payment"
"04/23/2018","78","Betty Durham","90.0","1628","Invoice"
"04/23/2018","38","Linda Espinoza","90.0","1629","Payment"
"04/23/2018","38","Linda Espinoza","90.0","1629","Invoice"
"04/23/2018","89","Stephanie Hernandez","90.0","1630","Payment"
"04/23/2018","89","Stephanie Hernandez","90.0","1630","Invoice"
"04/23/2018","62","Vincent Stewart","90.0","1631","Payment"
"04/23/2018","62","Vincent Stewart","90.0","1631","Invoice"
"04/23/2018","77","Judith Warren","90.0","1632","Payment"
"04/23/2018","77","Judith Warren","90.0","1632","Invoice"
"04/24/2018","3","Albert Cantu","90.0","1633","Payment"
"04/24/2018","3","Albert Cantu","90.0","1633","Invoice"
"04/24/2018","34","Shirley Farmer","90.0","1634","Payment"
"04/24/2018","34","Shirley Farmer","90.0","1634","Invoice"
"04/24/2018","37","Andrew Calderon","90.0","1635","Payment"
"04/24/2018","37","Andrew Calderon","90.0","1635","Invoice"
"04/24/2018","32","Ruth Frederick","90.0","1636","Payment"
"04/24/2018","32","Ruth Frederick","90.0","1636","Invoice"
"04/25/2018","39","Justin Cox","90.0","1637","Payment"
"04/25/2018","39","Justin Cox","90.0","1637","Invoice"
"04/25/2018","66","Jason Anderson","90.0","1638","Payment"
"04/25/2018","66","Jason Anderson","90.0","1638","Invoice"
"04/25/2018","55","Jonathan Logan","90.0","1639","Payment"
"04/25/2018","55","Jonathan Logan","90.0","1639","Invoice"
"04/26/2018","59","Kenneth Thornton","90.0","1640","Payment"
"04/26/2018","59","Kenneth Thornton","90.0","1640","Invoice"
"04/26/2018","93","Charles Lester","90.0","1641","Payment"
"04/26/2018","93","Charles Lester","90.0","1641","Invoice"
"04/26/2018","80","Julia Clay","90.0","1642","Payment"
"04/26/2018","80","Julia Clay","90.0","1642","Invoice"
"04/26/2018","30","Theresa Keith","90.0","1643","Payment"
"04/26/2018","30","Theresa Keith","90.0","1643","Invoice"
"04/26/2018","28","Nicholas Zimmerman","90.0","1644","Payment"
"04/26/2018","28","Nicholas Zimmerman","90.0","1644","Invoice"
"04/27/2018","31","Megan Mclean","90.0","1645","Payment"
"04/27/2018","31","Megan Mclean","90.0","1645","Invoice"
"04/27/2018","96","Larry Anthony","90.0","1646","Payment"
"04/27/2018","96","Larry Anthony","90.0","1646","Invoice"
"04/27/2018","5","Douglas Garza","90.0","1647","Payment"
"04/27/2018","5","Douglas Garza","90.0","1647","Invoice"
"04/27/2018","25","Deborah Arnold","90.0","1648","Payment"
"04/27/2018","25","Deborah Arnold","90.0","1648","Invoice"
"04/27/2018","12","Linda Cowan","90.0","1649","Payment"
"04/27/2018","12","Linda Cowan","90.0","1649","Invoice"
"04/28/2018","28","Nicholas Zimmerman","90.0","1650","Payment"
"04/28/2018","28","Nicholas Zimmerman","90.0","1650","Invoice"
"04/28/2018","88","Gregory Franklin","90.0","1651","Payment"
"04/28/2018","88","Gregory Franklin","90.0","1651","Invoice"
"04/28/2018","51","Deborah Barber","90.0","1652","Payment"
"04/28/2018","51","Deborah Barber","90.0","1652","Invoice"
"04/28/2018","50","Scott Spears","90.0","1653","Payment"
"04/28/2018","50","Scott Spears","90.0","1653","Invoice"
"04/29/2018","60","Tiffany Hutchinson","90.0","1654","Payment"
"04/29/2018","60","Tiffany Hutchinson","90.0","1654","Invoice"
"04/29/2018","9","Roger Mahoney","90.0","1655","Payment"
"04/29/2018","9","Roger Mahoney","90.0","1655","Invoice"
"04/29/2018","63","Scott Sullivan","90.0","1656","Payment"
"04/29/2018","63","Scott Sullivan","90.0","1656","Invoice"
"04/30/2018","1","Noah Abbott","90.0","1657","Payment"
"04/30/2018","1","Noah Abbott","90.0","1657","Invoice"
"04/30/2018","46","Bruce Haas","90.0","1658","Payment"
"04/30/2018","46","Bruce Haas","90.0","1658","Invoice"
"05/01/2018","49","Teresa Forbes","90.0","1659","Payment"
"05/01/2018","49","Teresa Forbes","90.0","1659","Invoice"
"05/01/2018","33","Marilyn Camacho","90.0","1660","Payment"
"05/01/2018","33","Marilyn Camacho","90.0","1660","Invoice"
"05/01/2018","27","Brittany Mathews","90.0","1661","Payment"
"05/01/2018","27","Brittany Mathews","90.0","1661","Invoice"
"05/01/2018","49","Teresa Forbes","90.0","1662","Payment"
"05/01/2018","49","Teresa Forbes","90.0","1662","Invoice"
"05/01/2018","25","Deborah Arnold","90.0","1663","Payment"
"05/01/2018","25","Deborah Arnold","90.0","1663","Invoice"
"05/02/2018","9","Roger Mahoney","90.0","1664","Payment"
"05/02/2018","9","Roger Mahoney","90.0","1664","Invoice"
"05/02/2018","31","Megan Mclean","90.0","1665","Payment"
"05/02/2018","31","Megan Mclean","90.0","1665","Invoice"
"05/02/2018","19","Charles Davidson","90.0","1666","Payment"
"05/02/2018","19","Charles Davidson","90.0","1666","Invoice"
"05/03/2018","73","Rose Beck","90.0","1667","Payment"
"05/03/2018","73","Rose Beck","90.0","1667","Invoice"
"05/04/2018","24","Mary Shah","90.0","1668","Payment"
"05/04/2018","24","Mary Shah","90.0","1668","Invoice"
"05/04/2018","51","Deborah Barber","90.0","1669","Payment"
"05/04/2018","51","Deborah Barber","90.0","1669","Invoice"
"05/04/2018","56","Randy Mcdowell","90.0","1670","Payment"
"05/04/2018","56","Randy Mcdowell","90.0","1670","Invoice"
"05/04/2018","45","Melissa Ross","90.0","1671","Payment"
"05/04/2018","45","Melissa Ross","90.0","1671","Invoice"
"05/05/2018","44","Samuel Zhang","90.0","1672","Payment"
